GEO_ID,NAME,Median_12month_HH_Income,B19013_001MarginOfError
1400000US06037504101,"Census Tract 5041.01, Los Angeles County, California",70774,4293
1400000US06037570402,"Census Tract 5704.02, Los Angeles County, California",74597,11871
1400000US06061022500,"Census Tract 225, Placer County, California",166411,25866
1400000US06073009102,"Census Tract 91.02, San Diego County, California",41683,9484
1400000US06065940900,"Census Tract 9409, Riverside County, California",54095,3618
1400000US06085511915,"Census Tract 5119.15, Santa Clara County, California",66154,21813
1400000US06017030809,"Census Tract 308.09, El Dorado County, California",78417,9182
1400000US06037267300,"Census Tract 2673, Los Angeles County, California",69337,16357
1400000US06029003600,"Census Tract 36, Kern County, California",37700,16126
1400000US06087120301,"Census Tract 1203.01, Santa Cruz County, California",78371,12450
1400000US06037111205,"Census Tract 1112.05, Los Angeles County, California",76968,15431
1400000US06023000400,"Census Tract 4, Humboldt County, California",43375,4739
1400000US06037125401,"Census Tract 1254.01, Los Angeles County, California",59824,11265
1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",65919,8009
1400000US06071004201,"Census Tract 42.01, San Bernardino County, California",47917,9666
1400000US06059001901,"Census Tract 19.01, Orange County, California",79107,6211
1400000US06037600911,"Census Tract 6009.11, Los Angeles County, California",54700,15878
1400000US06107002602,"Census Tract 26.02, Tulare County, California",40236,5760
1400000US06037535503,"Census Tract 5355.03, Los Angeles County, California",36540,3675
1400000US06071012002,"Census Tract 120.02, San Bernardino County, California",47177,8047
1400000US06059042201,"Census Tract 422.01, Orange County, California",82384,16150
1400000US06049000100,"Census Tract 1, Modoc County, California",35924,9679
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",86895,16226
1400000US06037900806,"Census Tract 9008.06, Los Angeles County, California",21587,4699
1400000US06023000200,"Census Tract 2, Humboldt County, California",42818,4707
1400000US06097152300,"Census Tract 1523, Sonoma County, California",104605,10294
1400000US06065043307,"Census Tract 433.07, Riverside County, California",36647,3220
1400000US06019006900,"Census Tract 69, Fresno County, California",34107,3702
1400000US06001437102,"Census Tract 4371.02, Alameda County, California",69632,11235
1400000US06007000104,"Census Tract 1.04, Butte County, California",44216,8165
1400000US06059099247,"Census Tract 992.47, Orange County, California",66389,6329
1400000US06037407102,"Census Tract 4071.02, Los Angeles County, California",71771,13530
1400000US06019005301,"Census Tract 53.01, Fresno County, California",44138,8106
1400000US06085512100,"Census Tract 5121, Santa Clara County, California",99167,23442
1400000US06037294610,"Census Tract 2946.10, Los Angeles County, California",43950,14046
1400000US06085507402,"Census Tract 5074.02, Santa Clara County, California",172891,24000
1400000US06037460700,"Census Tract 4607, Los Angeles County, California",207727,55705
1400000US06001409500,"Census Tract 4095, Alameda County, California",38973,7601
1400000US06001438204,"Census Tract 4382.04, Alameda County, California",79265,10734
1400000US06065043513,"Census Tract 435.13, Riverside County, California",42396,6896
1400000US06059088501,"Census Tract 885.01, Orange County, California",63750,9829
1400000US06073016614,"Census Tract 166.14, San Diego County, California",93889,15693
1400000US06075035300,"Census Tract 353, San Francisco County, California",93375,19016
1400000US06071002017,"Census Tract 20.17, San Bernardino County, California",134050,10167
1400000US06075033201,"Census Tract 332.01, San Francisco County, California",34706,6523
1400000US06081613900,"Census Tract 6139, San Mateo County, California",167670,36063
1400000US06053010202,"Census Tract 102.02, Monterey County, California",82350,11244
1400000US06001405200,"Census Tract 4052, Alameda County, California",86307,16312
1400000US06019006604,"Census Tract 66.04, Fresno County, California",40326,4509
1400000US06073017030,"Census Tract 170.30, San Diego County, California",146299,15383
1400000US06073019206,"Census Tract 192.06, San Diego County, California",66176,9873
1400000US06037401304,"Census Tract 4013.04, Los Angeles County, California",127157,6963
1400000US06037190201,"Census Tract 1902.01, Los Angeles County, California",29706,7419
1400000US06073006801,"Census Tract 68.01, San Diego County, California",68693,5415
1400000US06037311000,"Census Tract 3110, Los Angeles County, California",99476,20582
1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",32153,5274
1400000US06085503506,"Census Tract 5035.06, Santa Clara County, California",75179,16644
1400000US06037535101,"Census Tract 5351.01, Los Angeles County, California",37994,5208
1400000US06037183401,"Census Tract 1834.01, Los Angeles County, California",59211,9167
1400000US06039000602,"Census Tract 6.02, Madera County, California",28080,4277
1400000US06085505401,"Census Tract 5054.01, Santa Clara County, California",126047,20860
1400000US06073019405,"Census Tract 194.05, San Diego County, California",68750,8404
1400000US06071009707,"Census Tract 97.07, San Bernardino County, California",50000,10806
1400000US06037134710,"Census Tract 1347.10, Los Angeles County, California",43708,13208
1400000US06059032023,"Census Tract 320.23, Orange County, California",161406,15527
1400000US06071004001,"Census Tract 40.01, San Bernardino County, California",52955,6813
1400000US06073020020,"Census Tract 200.20, San Diego County, California",118448,11092
1400000US06059021822,"Census Tract 218.22, Orange County, California",150972,32538
1400000US06037195100,"Census Tract 1951, Los Angeles County, California",124536,19041
1400000US06077001102,"Census Tract 11.02, San Joaquin County, California",46511,4403
1400000US06073008363,"Census Tract 83.63, San Diego County, California",62295,11754
1400000US06041109001,"Census Tract 1090.01, Marin County, California",99764,19591
1400000US06037461200,"Census Tract 4612, Los Angeles County, California",137670,22712
1400000US06085506604,"Census Tract 5066.04, Santa Clara County, California",147279,22001
1400000US06109004100,"Census Tract 41, Tuolumne County, California",49386,6204
1400000US06067007207,"Census Tract 72.07, Sacramento County, California",67500,15029
1400000US06001432200,"Census Tract 4322, Alameda County, California",67215,18033
1400000US06001440305,"Census Tract 4403.05, Alameda County, California",123375,19622
1400000US06033000900,"Census Tract 9, Lake County, California",52585,10134
1400000US06037701501,"Census Tract 7015.01, Los Angeles County, California",97440,16601
1400000US06037403318,"Census Tract 4033.18, Los Angeles County, California",87885,9354
1400000US06037432801,"Census Tract 4328.01, Los Angeles County, California",23600,12132
1400000US06037920338,"Census Tract 9203.38, Los Angeles County, California",151827,13285
1400000US06037311802,"Census Tract 3118.02, Los Angeles County, California",62827,10062
1400000US06085503903,"Census Tract 5039.03, Santa Clara County, California",85417,8628
1400000US06099002100,"Census Tract 21, Stanislaus County, California",29878,10511
1400000US06073004900,"Census Tract 49, San Diego County, California",36280,4432
1400000US06001440301,"Census Tract 4403.01, Alameda County, California",95313,22666
1400000US06073013412,"Census Tract 134.12, San Diego County, California",96675,13415
1400000US06059063202,"Census Tract 632.02, Orange County, California",112833,20184
1400000US06037403403,"Census Tract 4034.03, Los Angeles County, California",128152,16632
1400000US06067005403,"Census Tract 54.03, Sacramento County, California",74732,17694
1400000US06097153808,"Census Tract 1538.08, Sonoma County, California",69833,13945
1400000US06079010016,"Census Tract 100.16, San Luis Obispo County, California",68102,7704
1400000US06073019106,"Census Tract 191.06, San Diego County, California",84589,18943
1400000US06073020026,"Census Tract 200.26, San Diego County, California",77688,12629
1400000US06065043235,"Census Tract 432.35, Riverside County, California",109063,10474
1400000US06067001200,"Census Tract 12, Sacramento County, California",45184,9805
1400000US06061020502,"Census Tract 205.02, Placer County, California",104583,17566
1400000US06037134901,"Census Tract 1349.01, Los Angeles County, California",68382,16985
1400000US06025011801,"Census Tract 118.01, Imperial County, California",98561,12500
1400000US06001404102,"Census Tract 4041.02, Alameda County, California",80077,9569
1400000US06037104310,"Census Tract 1043.10, Los Angeles County, California",69904,10117
1400000US06065042724,"Census Tract 427.24, Riverside County, California",95245,14907
1400000US06037650603,"Census Tract 6506.03, Los Angeles County, California",86726,16181
1400000US06067009622,"Census Tract 96.22, Sacramento County, California",89698,16847
1400000US06067007602,"Census Tract 76.02, Sacramento County, California",55309,7080
1400000US06001405700,"Census Tract 4057, Alameda County, California",53873,9172
1400000US06083001203,"Census Tract 12.03, Santa Barbara County, California",63594,24671
1400000US06079010300,"Census Tract 103, San Luis Obispo County, California",82475,10976
1400000US06077003214,"Census Tract 32.14, San Joaquin County, California",101444,8866
1400000US06029002000,"Census Tract 20, Kern County, California",27347,10455
1400000US06067009619,"Census Tract 96.19, Sacramento County, California",83535,11072
1400000US06077004403,"Census Tract 44.03, San Joaquin County, California",39383,3120
1400000US06071009300,"Census Tract 93, San Bernardino County, California",42344,21598
1400000US06037128601,"Census Tract 1286.01, Los Angeles County, California",44963,17092
1400000US06055200705,"Census Tract 2007.05, Napa County, California",75742,8183
1400000US06037271300,"Census Tract 2713, Los Angeles County, California",91009,21995
1400000US06065043003,"Census Tract 430.03, Riverside County, California",45847,6396
1400000US06059075814,"Census Tract 758.14, Orange County, California",130438,21440
1400000US06019003600,"Census Tract 36, Fresno County, California",67396,8446
1400000US06059011711,"Census Tract 117.11, Orange County, California",61834,5769
1400000US06013354002,"Census Tract 3540.02, Contra Costa County, California",244894,16118
1400000US06019005524,"Census Tract 55.24, Fresno County, California",136286,11735
1400000US06037542105,"Census Tract 5421.05, Los Angeles County, California",43243,10218
1400000US06029000910,"Census Tract 9.10, Kern County, California",68113,11317
1400000US06037551700,"Census Tract 5517, Los Angeles County, California",65046,8879
1400000US06037551401,"Census Tract 5514.01, Los Angeles County, California",61364,13458
1400000US06073002100,"Census Tract 21, San Diego County, California",60080,6852
1400000US06065030601,"Census Tract 306.01, Riverside County, California",148667,15159
1400000US06065045226,"Census Tract 452.26, Riverside County, California",45907,10011
1400000US06041112201,"Census Tract 1122.01, Marin County, California",42399,19090
1400000US06059032058,"Census Tract 320.58, Orange County, California",169706,15885
1400000US06073008311,"Census Tract 83.11, San Diego County, California",182188,36674
1400000US06037128802,"Census Tract 1288.02, Los Angeles County, California",88375,7402
1400000US06037199000,"Census Tract 1990, Los Angeles County, California",54572,7956
1400000US06013348000,"Census Tract 3480, Contra Costa County, California",207167,56226
1400000US06075030900,"Census Tract 309, San Francisco County, California",171595,33046
1400000US06085504322,"Census Tract 5043.22, Santa Clara County, California",116453,34747
1400000US06059099231,"Census Tract 992.31, Orange County, California",126215,22295
1400000US06037400501,"Census Tract 4005.01, Los Angeles County, California",139861,26753
1400000US06097150204,"Census Tract 1502.04, Sonoma County, California",80135,10904
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",34400,7761
1400000US06037900609,"Census Tract 9006.09, Los Angeles County, California",37321,10675
1400000US06013345115,"Census Tract 3451.15, Contra Costa County, California",198958,10590
1400000US06083002008,"Census Tract 20.08, Santa Barbara County, California",84028,14552
1400000US06083003007,"Census Tract 30.07, Santa Barbara County, California",105685,10617
1400000US06001433200,"Census Tract 4332, Alameda County, California",44693,16622
1400000US06065042720,"Census Tract 427.20, Riverside County, California",52595,6834
1400000US06057000802,"Census Tract 8.02, Nevada County, California",52714,6800
1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",56838,11740
1400000US06007000102,"Census Tract 1.02, Butte County, California",56250,14240
1400000US06059099511,"Census Tract 995.11, Orange County, California",96004,8708
1400000US06083001102,"Census Tract 11.02, Santa Barbara County, California",54805,11698
1400000US06013345111,"Census Tract 3451.11, Contra Costa County, California",134706,11032
1400000US06013386000,"Census Tract 3860, Contra Costa County, California",59112,17762
1400000US06059110003,"Census Tract 1100.03, Orange County, California",86176,19186
1400000US06001409700,"Census Tract 4097, Alameda County, California",47798,6946
1400000US06095251901,"Census Tract 2519.01, Solano County, California",50722,6974
1400000US06037189905,"Census Tract 1899.05, Los Angeles County, California",68393,12879
1400000US06111001800,"Census Tract 18, Ventura County, California",114188,26334
1400000US06077003106,"Census Tract 31.06, San Joaquin County, California",72375,13260
1400000US06037294810,"Census Tract 2948.10, Los Angeles County, California",46667,7805
1400000US06001436900,"Census Tract 4369, Alameda County, California",62285,7425
1400000US06061022011,"Census Tract 220.11, Placer County, California",91944,27276
1400000US06001451505,"Census Tract 4515.05, Alameda County, California",160333,21318
1400000US06001443322,"Census Tract 4433.22, Alameda County, California",167917,21398
1400000US06037702803,"Census Tract 7028.03, Los Angeles County, California",68643,11719
1400000US06037401303,"Census Tract 4013.03, Los Angeles County, California",110435,16079
1400000US06053010701,"Census Tract 107.01, Monterey County, California",149369,6723
1400000US06037310900,"Census Tract 3109, Los Angeles County, California",73750,15204
1400000US06067009006,"Census Tract 90.06, Sacramento County, California",40156,9762
1400000US06037430801,"Census Tract 4308.01, Los Angeles County, California",90189,17661
1400000US06001433103,"Census Tract 4331.03, Alameda County, California",58534,9888
1400000US06071003804,"Census Tract 38.04, San Bernardino County, California",53267,7717
1400000US06073018507,"Census Tract 185.07, San Diego County, California",72443,7477
1400000US06037432500,"Census Tract 4325, Los Angeles County, California",65143,14732
1400000US06037572100,"Census Tract 5721, Los Angeles County, California",112083,12337
1400000US06001432502,"Census Tract 4325.02, Alameda County, California",72284,8358
1400000US06001450746,"Census Tract 4507.46, Alameda County, California",125375,31586
1400000US06037920026,"Census Tract 9200.26, Los Angeles County, California",81250,42694
1400000US06053011202,"Census Tract 112.02, Monterey County, California",50337,10107
1400000US06001402700,"Census Tract 4027, Alameda County, California",87833,19759
1400000US06087110501,"Census Tract 1105.01, Santa Cruz County, California",49632,7221
1400000US06075017700,"Census Tract 177, San Francisco County, California",114722,14985
1400000US06073005800,"Census Tract 58, San Diego County, California",104696,9980
1400000US06073012700,"Census Tract 127, San Diego County, California",39508,3954
1400000US06059099506,"Census Tract 995.06, Orange County, California",88661,13784
1400000US06065050400,"Census Tract 504, Riverside County, California",89662,7706
1400000US06093000900,"Census Tract 9, Siskiyou County, California",51711,2108
1400000US06037137402,"Census Tract 1374.02, Los Angeles County, California",100781,20503
1400000US06037603702,"Census Tract 6037.02, Los Angeles County, California",80688,17670
1400000US06007003400,"Census Tract 34, Butte County, California",58079,7244
1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",50500,11525
1400000US06001401400,"Census Tract 4014, Alameda County, California",39250,9629
1400000US06097150203,"Census Tract 1502.03, Sonoma County, California",68913,12147
1400000US06065044804,"Census Tract 448.04, Riverside County, California",42823,9968
1400000US06009000210,"Census Tract 2.10, Calaveras County, California",81216,6570
1400000US06017030603,"Census Tract 306.03, El Dorado County, California",57452,12335
1400000US06067008907,"Census Tract 89.07, Sacramento County, California",50357,6780
1400000US06085512030,"Census Tract 5120.30, Santa Clara County, California",144583,10496
1400000US06077003601,"Census Tract 36.01, San Joaquin County, California",53500,8278
1400000US06071000108,"Census Tract 1.08, San Bernardino County, California",88500,16418
1400000US06019005909,"Census Tract 59.09, Fresno County, California",111908,14590
1400000US06075023102,"Census Tract 231.02, San Francisco County, California",31065,10515
1400000US06073017035,"Census Tract 170.35, San Diego County, California",76346,28360
1400000US06065040806,"Census Tract 408.06, Riverside County, California",105759,7197
1400000US06065042904,"Census Tract 429.04, Riverside County, California",43825,8688
1400000US06065040301,"Census Tract 403.01, Riverside County, California",35458,8331
1400000US06071009119,"Census Tract 91.19, San Bernardino County, California",74069,22135
1400000US06059021912,"Census Tract 219.12, Orange County, California",154375,32891
1400000US06073020500,"Census Tract 205, San Diego County, California",54767,10639
1400000US06029005802,"Census Tract 58.02, Kern County, California",41488,5503
1400000US06065041102,"Census Tract 411.02, Riverside County, California",56010,9657
1400000US06037576901,"Census Tract 5769.01, Los Angeles County, California",31028,4627
1400000US06101050102,"Census Tract 501.02, Sutter County, California",34293,4321
1400000US06059110117,"Census Tract 1101.17, Orange County, California",90093,9724
1400000US06095251600,"Census Tract 2516, Solano County, California",33787,6201
1400000US06071010412,"Census Tract 104.12, San Bernardino County, California",49013,13916
1400000US06083002009,"Census Tract 20.09, Santa Barbara County, California",86500,15569
1400000US06037920329,"Census Tract 9203.29, Los Angeles County, California",97853,9830
1400000US06037404501,"Census Tract 4045.01, Los Angeles County, California",52917,5712
1400000US06001451701,"Census Tract 4517.01, Alameda County, California",132200,17659
1400000US06037603302,"Census Tract 6033.02, Los Angeles County, California",48095,10744
1400000US06019007202,"Census Tract 72.02, Fresno County, California",63234,6473
1400000US06029000800,"Census Tract 8, Kern County, California",54337,6625
1400000US06059021917,"Census Tract 219.17, Orange County, California",121477,26788
1400000US06037553902,"Census Tract 5539.02, Los Angeles County, California",52637,4622
1400000US06037406101,"Census Tract 4061.01, Los Angeles County, California",64375,12579
1400000US06001442602,"Census Tract 4426.02, Alameda County, California",106295,11872
1400000US06073021205,"Census Tract 212.05, San Diego County, California",62051,25774
1400000US06037402904,"Census Tract 4029.04, Los Angeles County, California",70913,11646
1400000US06037123902,"Census Tract 1239.02, Los Angeles County, California",65977,11641
1400000US06071008500,"Census Tract 85, San Bernardino County, California",119929,13330
1400000US06085502101,"Census Tract 5021.01, Santa Clara County, California",102875,14395
1400000US06037204120,"Census Tract 2041.20, Los Angeles County, California",46964,6997
1400000US06059032028,"Census Tract 320.28, Orange County, California",91694,10027
1400000US06059021827,"Census Tract 218.27, Orange County, California",134861,25857
1400000US06073009106,"Census Tract 91.06, San Diego County, California",74115,15942
1400000US06071012101,"Census Tract 121.01, San Bernardino County, California",64107,10450
1400000US06081603700,"Census Tract 6037, San Mateo County, California",103657,18507
1400000US06037106603,"Census Tract 1066.03, Los Angeles County, California",114688,13180
1400000US06113011400,"Census Tract 114, Yolo County, California",49063,9528
1400000US06077005119,"Census Tract 51.19, San Joaquin County, California",90165,8388
1400000US06067008910,"Census Tract 89.10, Sacramento County, California",60938,8709
1400000US06037600302,"Census Tract 6003.02, Los Angeles County, California",49567,12995
1400000US06073013417,"Census Tract 134.17, San Diego County, California",132865,13450
1400000US06073008356,"Census Tract 83.56, San Diego County, California",98304,8417
1400000US06065042512,"Census Tract 425.12, Riverside County, California",49135,8942
1400000US06073017106,"Census Tract 171.06, San Diego County, California",113574,21435
1400000US06065041412,"Census Tract 414.12, Riverside County, California",61424,11333
1400000US06067009112,"Census Tract 91.12, Sacramento County, California",61433,3442
1400000US06037503701,"Census Tract 5037.01, Los Angeles County, California",69821,7873
1400000US06037267501,"Census Tract 2675.01, Los Angeles County, California",79531,17480
1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",39907,11117
1400000US06067009316,"Census Tract 93.16, Sacramento County, California",58625,12874
1400000US06029003700,"Census Tract 37, Kern County, California",41225,6746
1400000US06023010700,"Census Tract 107, Humboldt County, California",57042,9759
1400000US06073020025,"Census Tract 200.25, San Diego County, California",64935,11047
1400000US06037500403,"Census Tract 5004.03, Los Angeles County, California",80949,8516
1400000US06071010013,"Census Tract 100.13, San Bernardino County, California",54160,17709
1400000US06037482503,"Census Tract 4825.03, Los Angeles County, California",57121,10436
1400000US06097151900,"Census Tract 1519, Sonoma County, California",41974,6033
1400000US06075023300,"Census Tract 233, San Francisco County, California",58125,11084
1400000US06037433302,"Census Tract 4333.02, Los Angeles County, California",34333,10222
1400000US06053011203,"Census Tract 112.03, Monterey County, California",55156,7530
1400000US06037501504,"Census Tract 5015.04, Los Angeles County, California",35444,6002
1400000US06037600802,"Census Tract 6008.02, Los Angeles County, California",66694,6808
1400000US06037570304,"Census Tract 5703.04, Los Angeles County, California",54214,8186
1400000US06055200400,"Census Tract 2004, Napa County, California",100202,12703
1400000US06037535702,"Census Tract 5357.02, Los Angeles County, California",44567,16641
1400000US06067008006,"Census Tract 80.06, Sacramento County, California",77525,7670
1400000US06029002700,"Census Tract 27, Kern County, California",35863,2654
1400000US06065044922,"Census Tract 449.22, Riverside County, California",85114,15036
1400000US06037201402,"Census Tract 2014.02, Los Angeles County, California",56698,8674
1400000US06019001600,"Census Tract 16, Fresno County, California",45531,7328
1400000US06077005127,"Census Tract 51.27, San Joaquin County, California",86875,12406
1400000US06037543903,"Census Tract 5439.03, Los Angeles County, California",73403,6161
1400000US06065043814,"Census Tract 438.14, Riverside County, California",46615,7492
1400000US06085512019,"Census Tract 5120.19, Santa Clara County, California",118333,12870
1400000US06021010501,"Census Tract 105.01, Glenn County, California",46008,6084
1400000US06019001304,"Census Tract 13.04, Fresno County, California",27111,7273
1400000US06057001204,"Census Tract 12.04, Nevada County, California",100938,16019
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",35432,7732
1400000US06059042113,"Census Tract 421.13, Orange County, California",109205,20452
1400000US06059087404,"Census Tract 874.04, Orange County, California",52955,8636
1400000US06001430800,"Census Tract 4308, Alameda County, California",83603,29496
1400000US06037408630,"Census Tract 4086.30, Los Angeles County, California",70000,15811
1400000US06085506102,"Census Tract 5061.02, Santa Clara County, California",141086,17659
1400000US06069000501,"Census Tract 5.01, San Benito County, California",97864,10227
1400000US06037533805,"Census Tract 5338.05, Los Angeles County, California",45500,8755
1400000US06077004202,"Census Tract 42.02, San Joaquin County, California",98571,13025
1400000US06093001000,"Census Tract 10, Siskiyou County, California",47982,12958
1400000US06059110201,"Census Tract 1102.01, Orange County, California",64639,15359
1400000US06085500100,"Census Tract 5001, Santa Clara County, California",104803,25742
1400000US06059087802,"Census Tract 878.02, Orange County, California",59685,7742
1400000US06047000601,"Census Tract 6.01, Merced County, California",41250,5558
1400000US06079010602,"Census Tract 106.02, San Luis Obispo County, California",65714,9923
1400000US06113010401,"Census Tract 104.01, Yolo County, California",98708,13221
1400000US06071002013,"Census Tract 20.13, San Bernardino County, California",83947,30323
1400000US06037650102,"Census Tract 6501.02, Los Angeles County, California",96172,13936
1400000US06047001602,"Census Tract 16.02, Merced County, California",45542,7661
1400000US06053001400,"Census Tract 14, Monterey County, California",71285,13852
1400000US06037132900,"Census Tract 1329, Los Angeles County, California",80202,19692
1400000US06113011002,"Census Tract 110.02, Yolo County, California",89567,9031
1400000US06037203200,"Census Tract 2032, Los Angeles County, California",46699,8963
1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",66546,18024
1400000US06037462600,"Census Tract 4626, Los Angeles County, California",130208,34780
1400000US06073004000,"Census Tract 40, San Diego County, California",36168,4939
1400000US06065041407,"Census Tract 414.07, Riverside County, California",53618,7060
1400000US06071009201,"Census Tract 92.01, San Bernardino County, California",61218,9286
1400000US06033000400,"Census Tract 4, Lake County, California",45323,15315
1400000US06037104201,"Census Tract 1042.01, Los Angeles County, California",51563,7849
1400000US06071006204,"Census Tract 62.04, San Bernardino County, California",31754,6937
1400000US06061020713,"Census Tract 207.13, Placer County, California",52500,10901
1400000US06017030200,"Census Tract 302, El Dorado County, California",55975,5675
1400000US06015000202,"Census Tract 2.02, Del Norte County, California",53547,10343
1400000US06073017046,"Census Tract 170.46, San Diego County, California",127321,10792
1400000US06037240402,"Census Tract 2404.02, Los Angeles County, California",37938,9088
1400000US06059088202,"Census Tract 882.02, Orange County, California",84697,13150
1400000US06019004701,"Census Tract 47.01, Fresno County, California",37679,3748
1400000US06037555202,"Census Tract 5552.02, Los Angeles County, California",112127,9048
1400000US06001408900,"Census Tract 4089, Alameda County, California",35714,9768
1400000US06037206300,"Census Tract 2063, Los Angeles County, California",10294,762
1400000US06073013103,"Census Tract 131.03, San Diego County, California",50368,7226
1400000US06037191720,"Census Tract 1917.20, Los Angeles County, California",27083,7451
1400000US06013352102,"Census Tract 3521.02, Contra Costa County, California",193274,32953
1400000US06111004901,"Census Tract 49.01, Ventura County, California",94896,8219
1400000US06037600303,"Census Tract 6003.03, Los Angeles County, California",25781,11483
1400000US06065040904,"Census Tract 409.04, Riverside County, California",77444,16229
1400000US06037554002,"Census Tract 5540.02, Los Angeles County, California",56452,7379
1400000US06111001401,"Census Tract 14.01, Ventura County, California",95417,16811
1400000US06037401703,"Census Tract 4017.03, Los Angeles County, California",62319,7794
1400000US06037291130,"Census Tract 2911.30, Los Angeles County, California",61458,8920
1400000US06073019701,"Census Tract 197.01, San Diego County, California",62361,8567
1400000US06027000100,"Census Tract 1, Inyo County, California",55703,10349
1400000US06037269903,"Census Tract 2699.03, Los Angeles County, California",59757,11325
1400000US06019008200,"Census Tract 82, Fresno County, California",35368,2734
1400000US06037534405,"Census Tract 5344.05, Los Angeles County, California",37390,9177
1400000US06045011800,"Census Tract 118, Mendocino County, California",53897,17288
1400000US06073020304,"Census Tract 203.04, San Diego County, California",93125,10867
1400000US06097153600,"Census Tract 1536, Sonoma County, California",82750,24864
1400000US06029006007,"Census Tract 60.07, Kern County, California",61745,23807
1400000US06037408137,"Census Tract 4081.37, Los Angeles County, California",70476,7935
1400000US06071000819,"Census Tract 8.19, San Bernardino County, California",118063,10094
1400000US06073018509,"Census Tract 185.09, San Diego County, California",50950,5800
1400000US06031000404,"Census Tract 4.04, Kings County, California",65326,3582
1400000US06059021828,"Census Tract 218.28, Orange County, California",176591,21766
1400000US06065044927,"Census Tract 449.27, Riverside County, California",58505,6593
1400000US06029003113,"Census Tract 31.13, Kern County, California",47632,7557
1400000US06059052513,"Census Tract 525.13, Orange County, California",101863,5839
1400000US06037272301,"Census Tract 2723.01, Los Angeles County, California",76429,8951
1400000US06021010300,"Census Tract 103, Glenn County, California",45734,5593
1400000US06085502500,"Census Tract 5025, Santa Clara County, California",166544,19131
1400000US06075031000,"Census Tract 310, San Francisco County, California",153456,32161
1400000US06065042213,"Census Tract 422.13, Riverside County, California",63295,13771
1400000US06037269905,"Census Tract 2699.05, Los Angeles County, California",64159,9677
1400000US06075012501,"Census Tract 125.01, San Francisco County, California",22150,2731
1400000US06013303202,"Census Tract 3032.02, Contra Costa County, California",119318,18899
1400000US06037670413,"Census Tract 6704.13, Los Angeles County, California",147993,8554
1400000US06067009322,"Census Tract 93.22, Sacramento County, California",90900,11032
1400000US06085506804,"Census Tract 5068.04, Santa Clara County, California",157417,31206
1400000US06077005303,"Census Tract 53.03, San Joaquin County, California",44785,6062
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",58449,14064
1400000US06037431900,"Census Tract 4319, Los Angeles County, California",44375,16255
1400000US06037132001,"Census Tract 1320.01, Los Angeles County, California",75000,19823
1400000US06111004400,"Census Tract 44, Ventura County, California",59659,10571
1400000US06099000908,"Census Tract 9.08, Stanislaus County, California",51672,4156
1400000US06065040404,"Census Tract 404.04, Riverside County, California",83105,10967
1400000US06065044701,"Census Tract 447.01, Riverside County, California",40412,7720
1400000US06001406602,"Census Tract 4066.02, Alameda County, California",54063,18933
1400000US06077003216,"Census Tract 32.16, San Joaquin County, California",69643,19167
1400000US06073013909,"Census Tract 139.09, San Diego County, California",60944,5762
1400000US06013353002,"Census Tract 3530.02, Contra Costa County, California",213125,35868
1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",75870,15598
1400000US06099000504,"Census Tract 5.04, Stanislaus County, California",82695,10485
1400000US06029005507,"Census Tract 55.07, Kern County, California",50424,7310
1400000US06103001100,"Census Tract 11, Tehama County, California",40574,7845
1400000US06065043227,"Census Tract 432.27, Riverside County, California",84352,19165
1400000US06037108201,"Census Tract 1082.01, Los Angeles County, California",125000,10228
1400000US06097151203,"Census Tract 1512.03, Sonoma County, California",77663,6533
1400000US06107003601,"Census Tract 36.01, Tulare County, California",45303,6911
1400000US06007000700,"Census Tract 7, Butte County, California",48194,8843
1400000US06019007004,"Census Tract 70.04, Fresno County, California",59966,10836
1400000US06001451503,"Census Tract 4515.03, Alameda County, California",127610,19924
1400000US06085511912,"Census Tract 5119.12, Santa Clara County, California",204688,29986
1400000US06083002006,"Census Tract 20.06, Santa Barbara County, California",101583,20198
1400000US06031000602,"Census Tract 6.02, Kings County, California",81451,8328
1400000US06037543304,"Census Tract 5433.04, Los Angeles County, California",83848,14569
1400000US06037482701,"Census Tract 4827.01, Los Angeles County, California",68125,15933
1400000US06037670100,"Census Tract 6701, Los Angeles County, California",60040,8821
1400000US06085512043,"Census Tract 5120.43, Santa Clara County, California",55533,7952
1400000US06037242700,"Census Tract 2427, Los Angeles County, California",42978,12069
1400000US06059062612,"Census Tract 626.12, Orange County, California",120104,20108
1400000US06037274202,"Census Tract 2742.02, Los Angeles County, California",125331,25579
1400000US06065044921,"Census Tract 449.21, Riverside County, California",94872,24470
1400000US06073007905,"Census Tract 79.05, San Diego County, California",84439,14055
1400000US06013368001,"Census Tract 3680.01, Contra Costa County, California",50385,9449
1400000US06075017102,"Census Tract 171.02, San Francisco County, California",159167,27409
1400000US06013370000,"Census Tract 3700, Contra Costa County, California",94896,9815
